dba,store_number,store_type,store_sub_type,store_name,address,address_line_2,city,region,state,zip_code,county,country,country_code,phone_number,fax_number,store_hours,cvs_pharmacy,cvs_pharmacy_phone_number,cvs_pharmacy_fax_number,cvs_pharmacy_hours,optical_phone_number,optical_hours,clinic_phone_number,clinic_hours,clinic,mobile_kiosk,mobile_kiosk_hours,fresh_grocery,starbucks,ulta_at_target,drive_up,store_pickup,open_date,grand_open_date,latitude,longitude,geo_accuracy
Target,2565,Store,General Merch,Gastonia,425 Cox Rd,,Gastonia,North Carolina,NC,28054,Gaston County,United States,US,(704) 691-6001,(704) 691-6011,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(704) 691-6002,(704) 691-6012,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:11:00:00-13:30:00,Sunday:12:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/5/2011,10/9/2011,35.26461252552586,-81.13879730924965,AGGDATA_VERIFIED: ROOFTOP
Target,2169,Store,SuperTarget,Kannapolis,6150 Bayfield Pkwy,,Concord,North Carolina,NC,28027,Cabarrus County,United States,US,(704) 262-6080,(704) 262-6090,"Tuesday:07:00:00-22:00:00,wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-22:00:00,saturday:07:00:00-22:00:00,sunday:07:00:00-22:00:00,monday:07:00:00-22:00:00,",CVS pharmacy,(704) 262-6081,(704) 262-6091,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",(704) 795-4225,"Tuesday:09:00:00-19:00:00,Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Sunday:12:00:00-16:00:00,Monday:09:00:00-19:00:00,",(866) 389-2727,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:00:00,Sunday:09:00:00-13:00:00,Monday:09:00:00-13:30:00,",MinuteClinic,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,10/4/2006,10/8/2006,35.4169437,-80.6793321,AGGDATA_VERIFIED: ROOFTOP
Target,3414,Store,General Merch,Outer Banks,1901 N Croatan Hwy,,Kill Devil Hills,North Carolina,NC,27948,Dare County,United States,US,(252) 564-3329,(252) 564-3330,"Tuesday:08:00:00-22:00:00,wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,",CVS pharmacy,(252) 573-6020,(252) 347-0328,"Tuesday:10:00:00-13:30:00,Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Monday:10:00:00-13:30:00,",,,,,,,"Tuesday:10:00:00-19:00:00,Wednesday:10:00:00-19:00:00,Thursday:10:00:00-19:00:00,Friday:10:00:00-20:00:00,Saturday:10:00:00-20:00:00,Sunday:10:00:00-19:00:00,Monday:10:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,4/2/2023,4/2/2023,36.037669,-75.672856,PREMISE: ROOFTOP
Target,2168,Store,General Merch,Wilson,3401 Raleigh Road Pkwy W,Ste 1a,Wilson,North Carolina,NC,27896,Wilson County,United States,US,(252) 265-4500,(252) 265-4510,"Tuesday:08:00:00-22:00:00,wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-21:00:00,monday:08:00:00-22:00:00,",CVS pharmacy,(252) 265-4501,(252) 265-4511,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",,Starbucks,,Drive Up,Store Pickup,10/4/2006,10/8/2006,35.741336,-77.962762,PREMISE: ROOFTOP
Target,1022,Store,General Merch,Greenville,3040 S Evans St,,Greenville,North Carolina,NC,27834,Pitt County,United States,US,(252) 355-8020,(252) 378-3744,"Tuesday:08:00:00-22:00:00,wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,",CVS pharmacy,(252) 355-6450,(252) 378-3751,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",,Starbucks,,Drive Up,Store Pickup,7/24/1996,7/28/1996,35.57894300813249,-77.38378196954729,AGGDATA_VERIFIED: ROOFTOP
Target,962,Store,General Merch,Rocky Mount,731 Sutters Creek Blvd,,Rocky Mount,North Carolina,NC,27804,Nash County,United States,US,(252) 443-1195,(252) 886-9290,"Tuesday:08:00:00-22:00:00,wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-21:00:00,monday:08:00:00-22:00:00,",CVS pharmacy,(252) 937-9863,(252) 886-9289,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",,Starbucks,,Drive Up,Store Pickup,3/8/1995,3/12/1995,35.972126192347595,-77.81342415308131,AGGDATA_VERIFIED: ROOFTOP
Target,2069,Store,SuperTarget,Durham Renaissance Pkwy,8210 Renaissance Pkwy,,Durham,North Carolina,NC,27713,Durham County,United States,US,(919) 425-0001,(919) 237-7168,"Tuesday:07:00:00-22:00:00,wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-23:00:00,saturday:07:00:00-23:00:00,sunday:07:00:00-22:00:00,monday:07:00:00-22:00:00,",CVS pharmacy,(919) 425-0002,(919) 237-7169,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",(919) 572-9933,"Tuesday:09:00:00-19:00:00,Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Sunday:12:00:00-16:00:00,Monday:09:00:00-19:00:00,",,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,10/5/2005,10/9/2005,35.90266167724158,-78.95661314204746,AGGDATA_VERIFIED: ROOFTOP
Target,1872,Store,SuperTarget,Durham,4037 Durham Chapel Hill Blvd,,Durham,North Carolina,NC,27707,Durham County,United States,US,(919) 765-0008,(919) 213-4591,"Tuesday:07:00:00-22:00:00,wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-23:00:00,saturday:07:00:00-23:00:00,sunday:07:00:00-22:00:00,monday:07:00:00-22:00:00,",CVS pharmacy,(919) 765-0009,(919) 213-4592,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",(919) 765-0011,"Tuesday:09:00:00-19:00:00,Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Sunday:12:00:00-16:00:00,Monday:09:00:00-19:00:00,",,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,3/3/2004,3/7/2004,35.96605328985437,-78.95871743559837,AGGDATA_VERIFIED: ROOFTOP
Target,1794,Store,General Merch,Raleigh Brier Creek,8651 Brier Creek Pkwy,,Raleigh,North Carolina,NC,27617,Wake County,United States,US,(919) 765-0005,(919) 213-4674,"Tuesday:07:00:00-22:00:00,wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-23:00:00,saturday:07:00:00-23:00:00,sunday:07:00:00-22:00:00,monday:07:00:00-22:00:00,",CVS pharmacy,(919) 765-0006,(919) 213-4673,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:10:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",,Starbucks,,Drive Up,Store Pickup,7/23/2003,7/27/2003,35.902575043655666,-78.78527121618392,AGGDATA_VERIFIED: ROOFTOP
Target,1826,Store,SuperTarget,Raleigh Capital Blvd,7900 Old Wake Forest Rd,,Raleigh,North Carolina,NC,27616,Wake County,United States,US,(919) 790-1024,(919) 714-8801,"Tuesday:07:00:00-22:00:00,wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-23:00:00,saturday:07:00:00-23:00:00,sunday:07:00:00-22:00:00,monday:07:00:00-22:00:00,",CVS pharmacy,(919) 790-9689,(919) 714-8802,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",,Starbucks,,Drive Up,Store Pickup,10/8/2003,10/12/2003,35.866110726723,-78.56733284890652,AGGDATA_VERIFIED: ROOFTOP
Target,2873,Store,General Merch,Raleigh Six Forks Rd,8701 Six Forks Rd,,Raleigh,North Carolina,NC,27615,Wake,United States,US,(919) 326-0118,(919) 326-0119,"Tuesday:08:00:00-22:00:00,wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-23:00:00,saturday:08:00:00-23:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,",CVS pharmacy,(919) 334-3706,(919) 883-9258,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,,Fresh Grocery,Starbucks,,Drive Up,Store Pickup,8/11/2021,8/15/2021,35.89835647606417,-78.65299835714721,AGGDATA_VERIFIED: ROOFTOP
Target,1080,Store,General Merch,Raleigh Hwy 70,4841 Grove Barton Rd,,Raleigh,North Carolina,NC,27613,Wake County,United States,US,(919) 785-1803,(919) 714-8871,"Tuesday:08:00:00-22:00:00,wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-23:00:00,saturday:08:00:00-23:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,",CVS pharmacy,(919) 785-0335,(919) 714-8878,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,,Ulta Beauty at Target,Drive Up,Store Pickup,7/23/1997,7/27/1997,35.87070170969384,-78.72020635753871,AGGDATA_VERIFIED: ROOFTOP
Target,1892,Store,General Merch,Raleigh North Hills,4191 The Circle At North Hills St,,Raleigh,North Carolina,NC,27609,Wake County,United States,US,(919) 781-9848,(919) 714-8371,"Tuesday:08:00:00-22:00:00,wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-23:00:00,saturday:08:00:00-23:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,",CVS pharmacy,(919) 786-2534,(919) 714-8379,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:10:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,(866) 389-2727,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:09:00:00-13:30:00,Monday:09:00:00-13:30:00,",MinuteClinic,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,10/6/2004,10/10/2004,35.836399097644346,-78.64175593480469,AGGDATA_VERIFIED: ROOFTOP
Target,3255,Store,Small Format,Raleigh Nc State Hillsborough St,2512 Hillsborough St,,Raleigh,North Carolina,NC,27607,Wake County,United States,US,(919) 376-2740,(919) 376-2750,"Tuesday:08:00:00-22:00:00,wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-23:00:00,monday:08:00:00-22:00:00,",CVS pharmacy,(919) 516-5718,(919) 883-9703,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,,Fresh Grocery,,,Drive Up,Store Pickup,11/8/2017,11/12/2017,35.78821548121974,-78.6687315814197,AGGDATA_VERIFIED: ROOFTOP
Target,1504,Store,SuperTarget,Wake Forest,12000 Retail Dr,,Wake Forest,North Carolina,NC,27587,Wake County,United States,US,(919) 761-1001,(919) 435-3531,"Tuesday:07:00:00-22:00:00,wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-23:00:00,saturday:07:00:00-23:00:00,sunday:07:00:00-22:00:00,monday:07:00:00-22:00:00,",CVS pharmacy,(919) 761-1002,(919) 435-3525,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:10:00:00-13:30:00,Monday:09:00:00-13:30:00,",(919) 761-1004,"Tuesday:09:00:00-19:00:00,Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Sunday:12:00:00-16:00:00,Monday:09:00:00-19:00:00,",(866) 389-2727,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-14:00:00,Sunday:09:00:00-14:00:00,Monday:09:00:00-13:30:00,",MinuteClinic,,"Tuesday:10:00:00-19:00:00,Wednesday:10:00:00-19:00:00,Thursday:10:00:00-19:00:00,Friday:10:00:00-20:00:00,Saturday:10:00:00-20:00:00,Sunday:10:00:00-19:00:00,Monday:10:00:00-19:00:00,",,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,3/5/2003,3/9/2003,35.974871426303615,-78.54180693626404,AGGDATA_VERIFIED: ROOFTOP
Target,2721,Store,General Merch,Morrisville,3001 Market Center Dr,,Morrisville,North Carolina,NC,27560,Wake County,United States,US,(919) 379-2180,(919) 379-2190,"Tuesday:08:00:00-22:00:00,wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-23:00:00,saturday:08:00:00-23:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,",CVS pharmacy,(919) 379-2181,(919) 379-2191,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/5/2011,10/9/2011,35.80519685782974,-78.81536992698364,AGGDATA_VERIFIED: ROOFTOP
Target,2111,Store,General Merch,Knightdale,1000 Shoppes At Midway Dr,,Knightdale,North Carolina,NC,27545,Wake County,United States,US,(919) 388-6100,(919) 388-6110,"Tuesday:08:00:00-22:00:00,wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,",CVS pharmacy,(919) 388-6101,(919) 388-6111,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:10:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,7/19/2006,7/23/2006,35.79845043818707,-78.50989283993842,AGGDATA_VERIFIED: ROOFTOP
Target,2785,Store,General Merch,Holly Springs,100 Grand Hill Place,,Holly Springs,North Carolina,NC,27540,Wake County,United States,US,(919) 762-3149,(919) 762-3159,"Tuesday:08:00:00-23:00:00,wednesday:08:00:00-23:00:00,thursday:08:00:00-23:00:00,friday:08:00:00-23:00:00,saturday:08:00:00-23:00:00,sunday:08:00:00-23:00:00,monday:08:00:00-23:00:00,",CVS pharmacy,(919) 762-3150,(919) 762-3160,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,3/6/2013,3/10/2013,35.66086361786386,-78.85201597586276,AGGDATA_VERIFIED: ROOFTOP
Target,964,Store,General Merch,Goldsboro,1204 Sunburst Dr,,Goldsboro,North Carolina,NC,27534,Wayne County,United States,US,(919) 778-2150,(919) 429-5516,"Tuesday:08:00:00-22:00:00,wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,",CVS pharmacy,(919) 778-1521,(919) 429-5517,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",,Starbucks,,Drive Up,Store Pickup,10/4/1995,10/8/1995,35.38021668755743,-77.93940508738162,AGGDATA_VERIFIED: ROOFTOP
Target,1824,Store,General Merch,White Oak Garner,1040 Timber Dr E,,Garner,North Carolina,NC,27529,Wake County,United States,US,(919) 661-2017,(919) 714-8331,"Tuesday:08:00:00-23:00:00,wednesday:08:00:00-23:00:00,thursday:08:00:00-23:00:00,friday:08:00:00-23:00:00,saturday:08:00:00-23:00:00,sunday:08:00:00-23:00:00,monday:08:00:00-23:00:00,",CVS pharmacy,(919) 661-9598,(919) 714-8342,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:10:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",,Starbucks,,Drive Up,Store Pickup,10/8/2003,10/12/2003,35.68693867222705,-78.57953907921912,AGGDATA_VERIFIED: ROOFTOP
Target,1104,Store,General Merch,Garner,2700 Timber Dr,,Garner,North Carolina,NC,27529,Wake County,United States,US,(919) 772-9065,(919) 714-8841,"Tuesday:08:00:00-22:00:00,wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-21:00:00,monday:08:00:00-22:00:00,",CVS pharmacy,(919) 772-9120,(919) 714-8842,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/8/1997,10/12/1997,35.7157112,-78.6389872,AGGDATA_VERIFIED: ROOFTOP
Target,2784,Store,General Merch,Cary West,7129 O'kelly Chapel Road,,Cary,North Carolina,NC,27519,Wake County,United States,US,(919) 674-2214,(919) 674-2224,"Tuesday:08:00:00-22:00:00,wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,",CVS pharmacy,(919) 674-2215,(919) 674-2225,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,3/5/2014,3/9/2014,35.8442023539719,-78.88479130511656,AGGDATA_VERIFIED: ROOFTOP
Target,961,Store,General Merch,Cary,2021 Walnut St,,Cary,North Carolina,NC,27518,Wake County,United States,US,(919) 233-4451,(919) 424-0153,"Tuesday:07:00:00-22:00:00,wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-23:00:00,saturday:07:00:00-23:00:00,sunday:07:00:00-22:00:00,monday:07:00:00-22:00:00,",CVS pharmacy,(919) 854-9436,(919) 424-0152,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,3/8/1995,3/12/1995,35.757410059812415,-78.73790457844736,AGGDATA_VERIFIED: ROOFTOP
Target,3241,Store,Small Format,Unc Franklin St,"143 W Franklin St, Ste 120",,Chapel Hill,North Carolina,NC,27516,Orange County,United States,US,(919) 590-4925,(919) 590-4935,"Tuesday:07:00:00-23:00:00,wednesday:07:00:00-23:00:00,thursday:07:00:00-23:00:00,friday:07:00:00-23:00:00,saturday:07:00:00-23:00:00,monday:07:00:00-23:00:00,",CVS pharmacy,(919) 929-1616,(919) 929-1309,"Tuesday:09:00:00-13:30:00,Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,",,,,,,,,,Starbucks,,,Store Pickup,7/19/2017,7/23/2017,35.9118574,-79.05817410000002,AGGDATA_VERIFIED: ROOFTOP
